Q10334928,13304-62-6
Q417152,21041-93-0
Q417510,10026-12-7
Q417165,16921-96-3
Q417080,7787-32-8
Q417109,10117-38-1
Q417316,79-24-3
Q417178,533-45-9
Q417410,10049-07-7
Q417398,358-72-5
Q417078,1271-66-5
Q417630,72432-10-1
Q417103,7647-18-9
Q417298,506-64-9
Q417129,7789-42-6
Q417157,8001-35-2
Q417003,6381-77-7
Q417571,98-96-4
Q417044,14977-61-8
Q417515,553-24-2
Q417597,51-06-9
Q417208,83-89-6
Q417415,7783-66-6
Q417484,79082-92-1
Q417164,499-83-2
Q417010,24622-62-6
Q417497,1733-12-6
Q417343,485-35-8
Q417328,93-58-3
Q417535,57-56-7
Q417435,116-06-3
Q417614,122-14-5
Q417489,137071-32-0
Q417542,341031-54-7
Q417169,9039-53-6
Q417250,1312-81-8
Q417222,83-43-2
Q417555,29767-20-2
Q417527,530-59-6
Q417028,625-58-1
Q417097,14769-73-4
Q417069,7789-30-2
Q417414,107-11-9
Q417606,13306-05-3
Q417022,12036-10-1
Q417035,76-16-4
Q417227,102767-28-2
Q417296,144060-53-7
Q417406,1314-35-8
Q417321,536-74-3
Q417155,16409-43-1
Q417362,537-98-4
Q417362,1135-24-6
Q417347,60-34-4
Q417595,497-20-1
Q417121,10026-17-2
Q417219,10418-03-8
Q417426,75-27-4
Q417134,57-74-9
Q417106,271-44-3
Q417090,20281-00-9
Q417420,7705-07-9
Q417047,13478-41-6
Q417141,27220-47-9
Q417320,75-03-6
Q417625,50-07-7
Q417013,31060-73-8
Q417525,78-94-4
Q417095,7783-36-0
Q417067,534-16-7
Q417538,10101-53-8
Q417174,7297-25-8
Q417146,7790-89-8
Q417240,83015-26-3
Q417394,4075-81-4
Q417504,2001-95-8
Q417432,126222-34-2
Q417611,12007-25-9
Q417652,14034-79-8
Q418060,100643-71-8
Q417831,490-79-9
Q417816,150-46-9
Q418086,32886-97-8
Q417731,55-21-0
Q4177438,3344-18-1
Q418111,279-23-2
Q417992,10476-86-5
Q418011,51-75-2
Q418080,533-31-3
Q418109,90-94-8
Q418024,12060-08-1
Q417902,76-42-6
Q417915,56030-54-7
Q418031,86-50-0
Q417830,108612-45-9
Q417928,16774-21-3
Q417997,163222-33-1
Q417884,129-03-3
Q418057,77-93-0
Q417856,3333-67-3
Q417897,70458-96-7
Q417922,257-07-8
Q418123,624-49-7
Q417948,57-62-5
Q417891,76-44-8
Q418064,921-53-9
Q417835,291-72-5
Q418077,488-10-8
Q4177124,144-33-2
Q418130,99200-09-6
Q417791,1264-45-5
Q417970,10034-81-8
Q417942,93957-54-1
Q418115,13455-01-1
Q418071,1047-16-1
Q417968,63527-52-6
Q417701,50-71-5
Q417689,196597-26-9
Q417896,4674-50-4
Q417921,372-66-7
Q417755,922-55-4
Q417642,14699-99-1
Q417934,86-73-7
Q417906,7787-70-4
Q418107,503-30-0
Q418050,106516-24-9
Q417975,13775-07-0
Q417947,9003-28-5
Q417862,55837-25-7
Q418035,127-27-5
Q417806,1317-42-6
Q417847,108-30-5
Q418048,12032-20-1
Q417819,3734-67-6
Q418101,13523-86-9
Q417762,141732-76-5
Q417941,1632-73-1
Q417706,124-63-0
Q417775,339177-26-3
Q417982,116-15-4
Q418001,12069-85-1
Q4178706,17126-47-5
Q417788,66-97-7
Q418042,7787-59-9
Q417813,1491-59-4
Q418014,479-98-1
Q417867,88813-36-9
Q417713,110-18-9
Q417767,158966-92-8
Q417682,72-54-8
Q417654,486-12-4
Q417695,504-76-7
Q418006,11041-12-6
Q417874,603-50-9
Q417774,5821-51-2
Q417746,487-11-6
Q417718,50926-11-9
Q417881,16731-55-8
Q417674,198-55-0
Q418082,461-72-3
Q417646,101-68-8
Q418054,1271-28-9
Q417740,75330-75-5
Q417640,82410-32-0
Q417958,3383-96-8
Q417873,709-55-7
Q4179018,18996-35-5
Q418125,763-10-0
Q417909,50679-08-8
Q417852,107-10-8
Q417824,184475-35-2
Q417658,12136-58-2
Q418066,123-62-6
Q418038,122-99-6
Q417878,33089-61-1
Q418104,108-10-1
Q417765,111025-46-8
Q418117,111-48-8
Q418337,15513-94-7
Q418516,6104-59-2
Q418224,654055-01-3
Q418265,556-52-5
Q418529,50-44-2
Q418237,517-88-4
Q418209,1166-52-5
Q418193,25895-60-7
Q418510,13718-26-8
Q418498,7758-16-9
Q418523,50-65-7
Q418410,13472-45-2
Q418592,98-05-5
Q418203,2067-66-5
Q418564,2085-33-8
Q418329,12269-46-4
Q418508,68-41-7
Q418492,117-81-7
Q418408,543-38-4
Q418351,57-53-4
Q418392,1328-73-0
Q418157,122-09-8
Q418628,508-02-1
Q418571,58-54-8
Q418377,91-01-0
Q418556,4109-96-0
Q418192,153559-49-0
Q418164,78-84-2
Q418607,10605-21-7
Q418469,10236-47-2
Q418315,39469-86-8
Q418384,528-48-3
Q418230,504-17-6
Q418356,590-29-4
Q418369,183321-74-6
Q418284,4493-23-6
Q418463,616-42-2
Q418448,7558-79-4
Q418391,554-12-1
Q418197,822-06-0
Q418583,1303-11-3
Q418348,335-67-1
Q418235,72-17-3
Q418442,13721-34-1
Q418276,20039-37-6
Q418163,75-43-4
Q418201,82009-34-5
Q418270,214745-43-4
Q418214,672-15-1
Q418421,118712-89-3
Q418547,13863-88-2
Q418613,76-60-8
Q418183,115-32-2
Q418541,674-82-8
Q418221,14285-68-8
Q418413,1314-11-0
Q418539,1397-94-0
Q418247,1582-09-8
Q418300,33650-66-7
Q418288,2869-83-2
Q418354,55-38-9
Q418546,78110-38-0
Q418267,26993-30-6
Q418474,13601-19-9
Q418320,1897-45-6
Q418361,10262-69-8
Q418625,9087-70-1
Q418459,33570-04-6
Q418167,2753-45-9
Q418374,480-41-1
Q418139,103598-03-4
Q418318,123-03-5
Q418261,126-81-8
Q418594,124832-26-4
Q418359,7365-45-9
Q418566,30525-89-4
Q418274,147245-92-9
Q418425,1313-85-5
Q418617,530-62-1
Q418560,3778-73-2
Q418325,1314-68-7
Q418504,7722-88-5
Q418573,115-86-6
Q418517,10025-76-0
Q418379,80-09-1
Q418586,142217-69-4
Q418611,2030-63-9
Q418599,99-50-3
Q418445,33125-97-2
Q418417,25155-30-0
Q418345,21420-59-7
Q418179,95233-18-4
Q418386,112-24-3
Q418480,106133-20-4
Q418258,13863-59-7
Q418173,156-56-9
Q418311,13010-20-3
Q418437,111-42-2
Q418145,15686-51-8
Q418616,25617-98-5
Q419065,354-33-6
Q41873,930-21-2
Q419078,20644-87-5
Q418930,7173-51-5
Q418792,119515-38-7
Q4187186,36635-61-7
Q418928,458-24-2
Q418730,911-45-5
Q418702,152923-56-3
Q419110,78-53-5
Q418922,34661-75-1
Q419164,123-31-9
Q418850,23887-31-2
Q418656,671-16-9
Q418989,108-20-3
Q419008,2152-34-3
Q418697,9002-98-6
Q418807,12064-03-8
Q418669,13311-84-7
Q419130,19059-14-4
Q418970,98769-81-4
Q418763,329-99-7
Q418889,7783-28-0
Q418735,31282-04-9
Q419143,120511-73-1
Q418707,6600-40-4
Q418842,597-12-6
Q418855,3615-55-2
Q419028,474-25-9
Q419150,139-12-8
Q418962,7783-82-6
Q418796,13709-47-2
Q419107,59112-80-0
Q418975,537-33-7
Q418683,82-68-8
Q418834,124-20-9
Q418819,107868-30-4
Q418913,112111-43-0
Q418788,7783-51-9
Q418747,103060-53-3
Q418954,1314-28-9
Q418719,143-74-8
Q419127,87-90-1
Q419070,129-16-8
Q418813,106-22-9
Q419014,491-74-7
Q419083,64536-78-3
Q418647,10025-83-9
Q418826,1071-23-4
Q419096,95-16-9
Q418905,52-43-7
Q418767,16674-78-5
Q418946,1264-72-8
Q418846,3402-98-0
Q418720,1600-27-7
Q419047,693-72-1
Q419019,37339-90-5
Q418940,37321-09-8
Q418705,1405-86-3
Q418661,542-78-9
Q419041,10025-78-2
Q418966,1271-24-5
Q418812,12030-49-8
Q418740,12055-23-1
Q418725,66-79-5
Q419133,1310-53-8
Q419020,209414-07-3
Q418860,14689-84-0
Q418666,1197-18-8
Q419059,674-38-4
Q418886,4151-19-3
Q418817,33419-42-0
Q418679,1312-41-0
Q419087,7722-76-1
Q419140,951-78-0
Q418980,1405-97-6
Q418993,458-35-5
Q418758,103-12-8
Q418799,7659-31-6
Q418909,7791-11-9
Q419053,77-73-6
Q418824,16940-81-1
Q418686,95602-94-1
Q418865,59-56-3
Q4187980,3068-00-6
Q418837,493-10-7
Q418878,55779-48-1
Q419079,51022-71-0
Q418985,120-57-0
Q418831,103-79-7
Q418957,54-47-7
Q418803,12046-54-7
Q419073,288-01-7
Q418998,17617-23-1
Q418857,37517-30-9
Q419099,25067-58-7
Q418951,1002-84-2
Q419124,640-19-7
Q418785,71675-85-9
Q418672,142-92-7
Q419385,7789-27-7
Q419602,10026-18-3
Q419229,367-93-1
Q419643,57574-09-1
Q419308,40774-73-0
Q419349,110-87-2
Q419223,611-59-6
Q419430,123-56-8
Q419597,37691-27-3
Q419415,8050-81-5
Q419622,865-44-1
Q419484,540-18-1
Q419330,108-87-2
Q419456,26472-41-3
Q419663,60-56-0
Q419635,10294-28-7
Q419550,28797-61-7
Q419591,7783-56-4
Q419397,1143-38-0
Q419215,135459-87-9
Q419576,55508-42-4
Q419642,72-57-1
Q419555,504-75-6
Q419401,51-83-2
Q419442,512-85-6
Q419621,586-96-9
Q419370,7784-25-0
Q419468,29342-05-0
Q419521,97519-39-6
Q419383,57041-67-5
Q419619,13780-03-5
Q419355,210880-92-5
Q419534,501-53-1
Q419396,7783-80-4
Q419421,1404-88-2
Q419283,503-38-8
Q419600,22520-96-3
Q419170,1309-37-1
Q419406,57-06-7
Q419475,21420-58-6
Q419447,13637-63-3
Q419390,10006-28-7
Q419626,1113-38-8
Q419488,13410-01-0
Q419513,132-64-9
Q419375,7488-56-4
Q419319,179324-69-7
Q419400,7789-40-4
Q419661,12023-99-3
Q419426,1445-79-0
Q419633,2179-57-9
Q419495,140-67-0
Q419605,1317-34-6
Q419175,62-44-2
Q419646,67392-87-4
Q419618,70-51-9
Q419420,98-87-3
Q419226,28902-93-4
Q419559,1078-21-3
Q419405,15532-75-9
Q419361,146-64-4
Q419487,12024-21-4
Q419666,7788-97-8
Q419167,632-99-5
Q419374,58-32-2
Q419581,13451-18-8
Q419440,107-46-0
Q419205,1314-41-6
Q419453,101-84-8
Q419340,103-73-1
Q419381,1314-32-5
Q419438,7775-27-1
Q419645,122-79-2
Q419560,604-98-8
Q419394,28523-86-6
Q419658,2883-98-9
Q419573,15195-58-1
Q419517,14976-80-8
Q419379,1335-26-8
Q419586,7784-46-5
Q419266,2696-92-6
Q419652,17230-88-5
Q419624,2071-20-7
Q419345,211915-06-9
Q419345,211914-51-1
Q419552,90-39-1
Q419386,82-66-6
Q419537,484-31-1
Q419578,2385-85-5
Q419311,131-48-6
Q419173,138-52-3
Q419478,591-51-5
Q419324,19172-47-5
Q419186,113-15-5
Q419503,7784-30-7
Q419572,109-77-3
Q419472,155-97-5
Q419209,10543-57-4
Q419193,36338-96-2
Q419608,94-24-6
Q419702,76-15-3
Q419743,7720-83-4
Q419715,13510-49-1
Q419784,7787-71-5
Q419935,83150-76-9
Q419684,13462-88-9
Q419769,147536-97-8
Q419822,58-40-2
Q4198808,2855-13-2
Q419948,56211-40-6
Q419750,41598-07-6
Q419889,1314-60-9
Q419914,13873-84-2
Q419842,100-01-6
Q4199443,133454-47-4
Q419814,502-61-4
Q419676,12027-67-7
Q4198756,17224-46-3
Q419742,108-77-0
Q419714,543-90-8
Q419921,6100-05-6
Q419727,7789-61-9
Q419670,10022-68-1
Q4198750,991-01-5
Q419890,5104-49-4
Q419919,12064-62-9
Q419834,90-34-6
Q419806,7790-86-5
Q419668,124-19-6
Q419721,10137-74-3
Q419721,10017-74-3
Q419900,7789-29-9
Q419775,2683-84-3
Q419800,624-92-0
Q419690,7783-46-2
Q419719,34980-39-7
Q419926,33005-95-7
Q419841,135729-61-2
Q419939,74191-85-8
Q419700,7783-50-8
Q419895,25956-17-6
Q419754,500-78-7
Q419726,473-98-3
Q419682,7783-53-1
Q419739,68786-66-3
Q419820,58581-89-8
Q419946,1214-39-7
Q419861,59-14-3
Q419695,544-92-3
Q4198762,471-74-9
Q419846,10049-14-6
Q419761,7782-86-7
Q419940,302962-49-8
Q419705,23103-98-2
Q419746,288-16-4
Q419787,1313-96-8
Q419812,7782-78-7
Q419853,16571-41-8
Q419740,96-31-1
Q419781,92-82-0
Q419753,494-79-1
Q419879,12036-41-8
Q419904,7647-10-1
Q419779,9057-02-7
Q419832,486460-32-6
Q419804,513-79-1
Q419873,1314-06-3
Q419817,105-53-3
Q419886,1308-06-1
Q419732,34256-82-1
Q419952,122-03-2
Q419717,13709-49-4
Q419811,84-66-2
Q419673,7704-98-5
Q419799,108-21-4
Q419909,1345-07-9
Q4197874,58186-27-9
Q419824,59-96-1
Q419686,7789-19-7
Q419893,18820-29-6
Q419711,12138-09-9
Q419724,49562-28-9
Q419765,106-30-9
Q419944,75438-57-2
Q419709,95-15-8
Q419693,814-80-2
Q419678,79-22-1
Q419857,638-53-9
Q419829,93-15-2
Q419772,142583-61-7
Q419672,121-34-6
Q419729,13327-32-7
Q419936,2420-56-6
Q419808,17528-72-2
Q419849,105851-17-0
Q419723,353-59-3
Q419930,91-19-0
Q419792,3982-91-0
Q419749,141-94-6
Q419802,1184-78-7
Q4202670,15492-38-3
Q419991,74978-16-8
Q420152,7757-81-5
Q4201098,53734-79-5
Q420124,12060-00-3
Q420331,108-18-9
Q4202655,13450-95-8
Q420109,496-11-7
Q4202668,15622-42-1
Q420093,3844-45-9
Q420009,364-98-7
Q420310,11079-26-8
Q420172,17804-35-2
Q4202634,10567-69-7
Q420323,231277-92-2
Q420031,13755-38-9
Q4202647,13573-08-5
Q420057,121268-17-5
Q420098,138261-41-3
Q420123,8004-92-0
Q420164,216503-57-0
Q4200256,41663-80-3
Q420051,51146-56-6
Q420202,624-65-7
Q420215,144-49-0
Q420077,175481-36-4
Q420284,956-48-9
Q420130,137-40-6
Q420102,39924-52-2
Q420228,2444-46-4
Q4202661,7790-39-8
Q420143,3087-16-9
Q4202633,13446-09-8
Q420156,491-38-3
Q419995,2016-88-8
Q420043,97-54-1
Q4202659,13779-92-5
Q420084,3690-05-9
Q420056,215647-85-1
Q420028,481-37-8
Q420207,154361-50-9
Q420191,1308-87-8
Q420301,25637-99-4
Q4202653,13510-35-5
Q420314,476-28-8
Q420176,498-66-8
Q419987,304-20-1
Q4202679,13478-28-9
Q420035,599-79-1
Q420101,16423-68-0
Q420296,205923-56-4
Q419953,119413-54-6
Q420183,75-77-4
Q4202673,14693-81-3
Q4202645,13470-17-2
Q420127,62-76-0
Q420070,15630-89-4
Q420196,23854-38-8
Q4202658,14055-74-4
Q420262,366789-02-8
Q420234,78-85-3
Q420096,4485-12-5
Q420300,7789-43-7
Q420288,42971-09-5
Q4202637,13454-89-2
Q420188,13392-18-2
Q420241,25952-53-8
Q420213,1005-51-2
Q420019,5610-59-3
Q420113,9004-57-3
Q420320,99-35-4
Q420305,815610-63-0
Q420082,51234-28-7
Q420026,59-41-6
Q420233,19700-21-1
Q420039,26571-11-9
Q4202651,13966-94-4
Q420133,132-22-9
Q420146,7790-69-4
Q420118,87-52-5
Q4202677,12125-09-6
Q420074,13686-28-7
Q420212,6117-91-5
Q420281,13718-94-0
Q420087,20262-76-4
Q420238,289-80-5
Q4202671,13896-65-6
Q419964,7689-03-4
Q4202656,7790-45-6
Q420138,7659-95-2
Q4202669,59301-47-2
Q420066,822-16-2
Q420079,2519-30-4
Q4202650,10294-31-2
Q420258,506-68-3
Q4202663,7790-46-7
Q420186,104227-87-4
Q4202676,14364-93-3
Q4202648,13777-23-6
Q420280,5785-44-4
Q420723,3058-38-6
Q420416,119-64-2
Q420692,12211-52-8
Q420498,7787-60-2
Q420715,57-57-8
Q420577,74389-68-7
Q420423,557-20-0
Q420630,112-27-6
Q420728,1672-46-4
Q420436,114977-28-5
Q420643,5650-44-2
Q42038,110-16-7
Q420449,4602-84-0
Q420571,55142-85-3
Q420364,39809-25-1
Q420628,88-12-0
Q420835,109-74-0
Q420669,14634-91-4
Q420515,1315-04-4
Q420377,31828-71-4
Q420622,62-73-7
Q420607,500-92-5
Q420648,118-71-8
Q420701,623-42-7
Q420491,592-01-8
Q420614,191-07-1
Q420768,7787-46-4
Q420350,2709-56-0
Q420489,10049-06-6
Q420542,274693-27-5
Q420762,116355-83-0
Q420527,37338-80-0
Q4205877,129-81-7
Q420634,1314-20-1
Q420788,1191-15-7
Q420370,7789-45-9
Q420675,12070-08-5
Q420383,125-33-7
Q420590,91374-21-9
Q420355,12063-27-3
Q420396,76-61-9
Q420839,591-50-4
Q420820,462-06-6
Q420682,93-14-1
Q420390,4253-24-1
Q420626,10238-21-8
Q420695,7080-50-4
Q420695,127-65-1
Q420639,467-04-9
Q420720,7783-05-3
Q420554,75-31-0
Q420595,220620-09-7
Q420859,53-39-4
Q420705,548-62-9
Q420413,7789-48-2
Q420482,14475-38-8
Q420454,92-62-6
Q420633,13270-65-0
Q4205889,8008-53-5
Q420439,523-87-5
Q420354,518-75-2
Q420367,608-66-2
Q420518,51481-10-8
Q420640,7783-44-0
Q420405,20858-86-0
Q420540,15875-18-0
Q420346,112-38-9
Q420553,24280-93-1
Q420387,63585-09-1
Q420704,1306-24-7
Q4204315,203737-93-3
Q420717,21041-95-2
Q420786,98-55-5
Q420466,540-69-2
Q420673,55-65-2
Q420532,71486-22-1
Q420394,54182-58-0
Q420711,186028-79-5
Q420338,13446-74-7
Q4205882,7681-11-0
Q420586,56980-93-9
Q420473,107-05-1
Q420680,75-60-5
Q420445,1445-07-4
Q420652,110-62-3
Q420360,50-60-2
Q420831,12062-18-9
Q420373,180045-75-4
Q420731,506-50-3
Q420857,343306-71-8
Q420358,9005-65-6
Q420493,506-96-7
Q420380,76-14-2
Q420644,72509-76-3
Q420409,79-76-5
Q420616,105-58-8
Q420685,1875-50-9
Q420657,110-19-0
Q420710,630-76-2
Q420698,66-25-1
Q4211771,76-22-2
Q421116,497-59-6
Q420984,22199-08-2
Q421129,115-39-9
Q421072,58-14-0
Q421198,71-48-7
Q421085,21548-73-2
Q421098,485-47-2
Q421151,80-57-9
Q421123,1066-33-7
Q420963,350-50-5
Q421136,284461-73-0
Q421108,20380-58-9
Q421177,486-56-6
Q421230,34031-32-8
Q421149,97-94-9
Q420891,51-03-6
Q421064,463-71-8
Q420989,10025-65-7
Q421243,10361-82-7
Q421008,95-13-6
Q421215,12030-24-9
Q421171,14721-66-5
Q421143,105-46-4
Q420955,75-02-5
Q421156,144689-24-7
Q421128,10361-84-9
Q421071,7773-01-5
Q421197,298-02-2
Q421250,15238-00-3
Q421222,13863-41-7
Q421028,22831-39-6
Q421235,13548-38-4
Q420868,75-59-2
Q421163,299-26-3
Q420934,7783-75-7
Q420890,11113-81-8
Q421091,130018-77-8
Q421063,1314-08-5
Q421035,109-73-9
Q420875,179463-17-3
Q421076,321-64-2
Q421048,125-20-2
Q421255,7632-51-1
Q420941,10025-93-1
Q421183,56-29-1
Q421042,274901-16-5
Q420967,557-17-5
Q420882,77472-70-9
Q421083,10042-76-9
Q421055,10265-92-6
Q421162,60628-96-8
Q421106,10377-48-7
Q421147,51-68-3
Q421119,62571-86-2
Q421188,13283-01-7
Q421100,93-89-0
Q421239,52-67-5
Q421154,791-28-6
Q421041,593-60-2
Q420894,134-20-3
Q421233,19445-25-1
Q421095,364-62-5
Q421120,7789-39-1
Q421246,101-60-0
Q421218,114870-03-0
Q421133,543-80-6
Q421174,7783-48-4
Q421212,10099-58-8
Q421074,915-67-3
Q420886,66-76-2
Q420899,496-67-3
Q421181,1070-75-3
Q420952,12371-27-6
Q421194,12036-25-8
Q421166,7727-18-6
Q4210039,8076-65-1
Q421138,51753-57-2
Q421081,23513-14-6
Q420909,87413-09-0
Q421025,17029-21-9
Q421094,118-42-3
Q421204,15972-60-8
Q421104,10379-14-3
Q420972,694-87-1
Q421173,28664-35-9
Q420944,13517-10-7
Q421145,96-49-1
Q421032,463-51-4
Q420998,352-93-2
Q421045,110-74-7
Q421224,50700-72-6
Q420885,155-09-9
Q421058,92623-85-3
Q421152,507-02-8
Q421193,518-28-5
Q421052,159351-69-6
Q421178,487-90-1
Q421203,56073-10-0
Q420864,434-07-1
Q421408,1305-99-3
Q421351,94-07-5
Q421323,79-08-3
Q421530,111-49-9
Q421336,511-12-6
Q421308,987-78-0
Q421515,13470-26-3
Q421264,10580-52-6
Q421443,13462-90-3
Q421330,122-51-0
Q421371,60-51-5
Q421469,173584-44-6
Q421315,121679-13-8
Q4214595,563-71-3
Q4214567,12071-15-7
Q421356,5470-11-1
Q421328,486-25-9
Q421369,376348-65-1
Q421450,21087-64-9
Q421256,569-61-9
Q421435,7783-83-7
Q421297,23964-57-0
Q421476,330-55-2
Q421322,90779-69-4
Q421448,7787-53-3
Q421501,93-98-1
Q4214559,12069-89-5
Q421348,91-56-5
Q421291,22830-45-1
Q421401,12060-58-1
Q421470,712-48-1
Q421389,10038-98-9
Q421276,120-61-6
Q421301,25451-15-4
Q421342,50-33-9
Q421383,149-87-1
Q421270,13597-99-4
Q421534,9015-68-3
Q421396,7789-46-0
Q421506,24934-91-6
Q421368,54-92-2
Q421283,2033-24-1
Q421421,13470-08-1
Q421547,500287-72-9
Q421490,10377-66-9
Q421519,12055-62-8
Q4214560,12071-35-1
Q421268,6989-98-6
Q421475,5534-09-8
Q421390,1271-54-1
Q421500,593-88-4
Q421375,551-11-1
Q421426,307-34-6
Q4214593,556-28-5
Q421313,4511-42-6
Q421520,1861-40-1
Q421326,532-24-1
Q421420,91-10-1
Q421405,12070-10-9
Q421320,56092-82-1
Q421333,464-15-3
Q4214557,12192-29-9
Q421346,32315-10-9
Q421387,12036-22-5
Q421274,7261-97-4
Q421440,12036-21-4
Q421412,13007-92-6
Q421538,13446-48-5
Q421481,10210-68-1
Q421453,7783-18-8
Q421340,12060-59-2
Q421494,98-11-3
Q421259,118-55-8
Q421438,54593-83-8
Q421381,54143-55-4
Q4214564,12012-02-1
Q421504,32248-43-4
Q421338,64-67-5
Q421379,732-11-6
Q421294,108-28-1
Q421486,123-42-2
Q421458,78-10-4
Q421304,104632-26-0
Q421552,871038-72-1
Q421317,54451-24-0
Q421260,7718-98-1
Q421509,75-98-9
Q421465,13718-50-8
Q4214591,5746-04-3
Q421352,68-22-4
Q421365,598-31-2
Q421557,111-76-2
Q421444,1085-98-9
Q421416,12063-98-8
Q421278,3387-41-5
Q421457,7789-28-8
Q421429,66085-59-4
Q421344,495-40-9
Q421385,1609-47-8
Q421272,13569-62-5
Q422092,9005-32-7
Q422215,87-08-1
Q422071,9000-30-0
Q421622,66841-25-6
Q421748,75-09-2
Q422156,28983-56-4
Q421801,75-20-7
Q421663,60643-86-9
Q421789,90-47-1
Q421607,14871-41-1
Q421676,28608-75-5
Q422222,20830-75-5
Q421742,75-10-5
Q421576,35554-44-0
Q421934,71320-77-9
Q422163,427-00-9
Q421670,119478-56-7
Q421768,58-18-4
Q421614,87-44-5
Q421862,36791-04-5
Q421570,21259-20-1
Q421721,60-35-5
Q421888,1336-21-6
Q4222241,6419-19-8
Q422001,116-31-4
Q421634,76-09-5
Q421854,142-71-2
Q421647,1317-99-3
Q422206,2691-41-0
Q421713,73384-59-5
Q421920,78755-81-4
Q422219,61-72-3
Q422134,61-73-4
Q421588,14215-30-6
Q421905,90-69-7
Q422021,20816-12-0
Q421682,1066-51-9
Q421654,9002-93-1
Q421626,63333-35-7
Q422188,52-01-7
Q421695,23602-78-0
Q421667,12633-97-5
Q421582,95465-99-9
Q421761,103-84-4
Q422226,80-08-0
Q4218601,3818-40-4
Q422141,1344-57-6
Q421567,77-67-8
Q421620,541-09-3
Q421787,1317-38-0
Q421994,458-88-8
Q421881,28631-66-5
Q421894,14038-43-8
Q42171,13392-28-4
Q422067,127-40-2
Q421838,471-15-8
Q4218442,3563-63-1
Q421781,7447-39-4
Q421640,544-25-2
Q421766,593-70-4
Q421738,593-53-3
Q422212,51333-22-3
Q421873,149-32-6
Q422087,593-74-8
Q422112,113-45-1
Q421773,99-20-7
Q422194,31431-39-7
Q421758,74-83-9
Q421937,68-88-2
Q421617,211323-03-4
Q421809,50782-69-9
Q421724,460-19-5
Q421972,141-82-2
Q421709,434-22-0
Q421693,298-00-0
Q421637,25122-46-7
Q422017,13943-58-3
Q421593,91465-08-6
Q421857,10043-01-3
Q421910,59-42-7
Q421898,6373-22-4
Q421951,8063-07-8
Q422152,120-12-7
Q421631,13593-03-8
Q421964,327-97-9
Q4222236,63918-89-8
Q421729,74-88-4
Q422080,10049-04-4
Q422037,85-01-8
Q421751,74-97-5
Q421930,61337-67-5
Q421902,111-46-6
Q421736,74-95-3
Q421598,135410-20-7
Q422185,75847-73-3
Q422210,73590-58-6
Q422198,161814-49-9
Q422044,476-66-4
Q421730,593-71-5
Q421828,115-77-5
Q422343,58-19-5
Q422469,53-41-8
Q422689,4618-18-2
Q422714,1304-56-9
Q422755,75-87-6
Q422435,1812-30-2
Q422642,7738-94-5
Q422322,1093-58-9
Q422627,143-07-7
Q422806,38396-39-3
Q422847,7789-78-8
Q422819,1303-00-0
Q422442,564-25-0
Q422662,482-89-3
Q422634,557-59-5
Q422606,69655-05-6
Q422590,112-85-6
Q423055,75-73-0
Q422327,61825-94-3
Q422782,34368-04-2
Q422462,118-00-3
Q422434,7778-74-7
Q422613,334-48-5
Q423021,75-71-8
Q422654,127779-20-8
Q422488,961-07-9
Q422582,146-91-8
Q422761,68-89-3
Q422482,1403-66-3
Q423000,75-69-4
Q422426,7789-23-3
Q422994,75-45-6
Q422618,155213-67-5
Q422740,2078-54-8
Q422241,151-21-3
Q422418,15676-16-1
Q422917,13956-29-1
Q422779,107-31-3
Q423005,121-75-5
Q422305,27200-12-0
Q423046,75-72-9
Q422538,65-46-3
Q422745,94-09-7
Q422604,143491-57-0
Q422645,154598-52-4
Q422438,54-05-7
Q422909,123-38-6
Q422852,546-67-8
Q422658,544-63-8
Q422504,951-77-9
Q422573,58-96-8
Q422837,6080-56-4
Q422724,60719-84-8
Q422294,24305-27-9
Q422473,85-32-5
Q422709,74-87-3
Q422652,13292-46-1
Q422665,738-70-5
Q422511,7665-99-8
Q422637,17372-87-1
Q422232,59-05-2
Q422703,78-78-4
Q422273,18323-44-9
Q422631,134678-17-4
Q422964,114-25-0
Q422729,685-73-4
Q422311,103-72-0
Q422324,211323-03-4
Q423065,76-06-2
Q423037,66357-35-5
Q422698,6569-51-3
Q422585,192725-17-0
Q422252,50-02-2
Q422723,463-82-1
Q422930,7447-41-8
Q422265,8025-81-8
Q422416,50-28-2
Q422777,109-94-4
Q422457,958-09-8
Q422956,79-09-4
Q422802,460-12-8
Q422843,10193-36-9
Q422884,51-79-6
Q4224007,25122-41-2
Q422564,58-63-9
Q423029,811-97-2
Q422244,54910-89-3
Q422423,24959-67-9
Q422991,52-68-6
Q422257,52918-63-5
Q422464,50-89-5
Q422229,42399-41-7
Q422863,34217-90-8
Q422543,50-22-6
Q422669,67-20-9
Q422430,7789-09-5
Q422970,60-87-7
Q422597,142-62-1
Q422942,463-49-0
Q422748,689-97-4
Q423071,59467-70-8
Q423376,89786-04-9
Q423169,54-85-3
Q423721,507-09-5
Q423401,16051-77-7
Q423207,1990-29-0
Q423248,534-69-0
Q423314,61-82-5
Q423091,28772-56-7
Q423619,10031-25-1
Q423327,159519-65-0
Q423741,59-46-1
Q423462,206-44-0
Q423227,4205-23-6
Q423296,7486-38-6
Q423390,469-21-6
Q423083,106-89-8
Q423275,835876-32-9
Q423746,65-23-6
Q423633,2699-79-8
Q423288,50-47-5
Q423341,471-46-5
Q423467,198904-31-3
Q423520,58-39-9
